,relationship,from_country,to_country,contest_year,total_points,point_ratio,avg_point_ratio
36906,Germany-France,Germany,France,2023,0,0E-20,0.22222222222222222222
36907,Germany-Spain,Germany,Spain,2023,7,0.29166666666666666667,0.16734972677595628415
36908,Germany-Moldova,Germany,Moldova,2023,0,0E-20,0.08653846153846153846
36909,Germany-Poland,Germany,Poland,2023,4,0.16666666666666666667,0.37777777777777777778
36910,Germany-Switzerland,Germany,Switzerland,2023,3,0.12500000000000000000,0.20750000000000000000
36911,Germany-Slovenia,Germany,Slovenia,2023,0,0E-20,0.06388888888888888889
36912,Germany-Albania,Germany,Albania,2023,8,0.33333333333333333333,0.12121212121212121212
36913,Germany-Portugal,Germany,Portugal,2023,0,0E-20,0.12689393939393939394
36914,Germany-Serbia,Germany,Serbia,2023,3,0.12500000000000000000,0.26041666666666666667
36915,Germany-United Kingdom,Germany,United Kingdom,2023,0,0E-20,0.25065104166666666667
36916,Germany-Germany,Germany,Germany,2023,0,0E-20,0E-20
36917,Greece-Sweden,Greece,Sweden,2023,14,0.58333333333333333333,0.13109756097560975610
36918,Greece-Finland,Greece,Finland,2023,10,0.41666666666666666667,0.18010752688172043011
36919,Greece-Israel,Greece,Israel,2023,15,0.62500000000000000000,0.13151041666666666667
36920,Greece-Italy,Greece,Italy,2023,5,0.20833333333333333333,0.31845238095238095238
36921,Greece-Norway,Greece,Norway,2023,6,0.25000000000000000000,0.13995726495726495726
36922,Greece-Ukraine,Greece,Ukraine,2023,0,0E-20,0.26851851851851851852
36923,Greece-Belgium,Greece,Belgium,2023,12,0.50000000000000000000,0.18611111111111111111
36924,Greece-Estonia,Greece,Estonia,2023,0,0E-20,0.11718750000000000000
36925,Greece-Australia,Greece,Australia,2023,5,0.20833333333333333333,0.23809523809523809524
36926,Greece-Czech Republic,Greece,Czech Republic,2023,1,0.04166666666666666667,0.08333333333333333333
36927,Greece-Lithuania,Greece,Lithuania,2023,0,0E-20,0.02222222222222222222
36928,Greece-Cyprus,Greece,Cyprus,2023,16,0.66666666666666666667,0.86728395061728395062
36929,Greece-Croatia,Greece,Croatia,2023,0,0E-20,0.15196078431372549020
36930,Greece-Armenia,Greece,Armenia,2023,2,0.08333333333333333333,0.40277777777777777778
36931,Greece-Austria,Greece,Austria,2023,7,0.29166666666666666667,0.22701149425287356322
36932,Greece-France,Greece,France,2023,3,0.12500000000000000000,0.28670634920634920635
36933,Greece-Spain,Greece,Spain,2023,0,0E-20,0.28585271317829457364
36934,Greece-Moldova,Greece,Moldova,2023,0,0E-20,0.26602564102564102564
36935,Greece-Poland,Greece,Poland,2023,0,0E-20,0.15833333333333333333
36936,Greece-Switzerland,Greece,Switzerland,2023,2,0.08333333333333333333,0.19109195402298850575
36937,Greece-Slovenia,Greece,Slovenia,2023,0,0E-20,0.09444444444444444444
36938,Greece-Albania,Greece,Albania,2023,7,0.29166666666666666667,0.62500000000000000000
36939,Greece-Portugal,Greece,Portugal,2023,10,0.41666666666666666667,0.15322580645161290323
36940,Greece-Serbia,Greece,Serbia,2023,1,0.04166666666666666667,0.15625000000000000000
36941,Greece-United Kingdom,Greece,United Kingdom,2023,0,0E-20,0.17054263565891472868
36942,Greece-Germany,Greece,Germany,2023,0,0E-20,0.07142857142857142857
36943,Iceland-Sweden,Iceland,Sweden,2023,17,0.70833333333333333333,0.52205882352941176471
36944,Iceland-Finland,Iceland,Finland,2023,22,0.91666666666666666667,0.37500000000000000000
36945,Iceland-Israel,Iceland,Israel,2023,0,0E-20,0.13166666666666666667
36946,Iceland-Italy,Iceland,Italy,2023,1,0.04166666666666666667,0.19166666666666666667
36947,Iceland-Norway,Iceland,Norway,2023,12,0.50000000000000000000,0.41015625000000000000
36948,Iceland-Ukraine,Iceland,Ukraine,2023,2,0.08333333333333333333,0.22916666666666666667
36949,Iceland-Belgium,Iceland,Belgium,2023,11,0.45833333333333333333,0.17613636363636363636
36950,Iceland-Estonia,Iceland,Estonia,2023,0,0E-20,0.30208333333333333333
36951,Iceland-Australia,Iceland,Australia,2023,15,0.62500000000000000000,0.47023809523809523810
36952,Iceland-Czech Republic,Iceland,Czech Republic,2023,6,0.25000000000000000000,0.26666666666666666666
36953,Iceland-Lithuania,Iceland,Lithuania,2023,0,0E-20,0.09166666666666666667
36954,Iceland-Cyprus,Iceland,Cyprus,2023,0,0E-20,0.19166666666666666667
36955,Iceland-Croatia,Iceland,Croatia,2023,5,0.20833333333333333333,0.13235294117647058823
36956,Iceland-Armenia,Iceland,Armenia,2023,0,0E-20,0.05555555555555555556
36957,Iceland-Austria,Iceland,Austria,2023,8,0.33333333333333333333,0.21376811594202898551
36958,Iceland-France,Iceland,France,2023,4,0.16666666666666666667,0.24523809523809523810
36959,Iceland-Spain,Iceland,Spain,2023,3,0.12500000000000000000,0.07261904761904761905
36960,Iceland-Moldova,Iceland,Moldova,2023,0,0E-20,0.08974358974358974359
36961,Iceland-Poland,Iceland,Poland,2023,7,0.29166666666666666667,0.16666666666666666667
36962,Iceland-Switzerland,Iceland,Switzerland,2023,0,0E-20,0.27083333333333333333
36963,Iceland-Slovenia,Iceland,Slovenia,2023,0,0E-20,0.07738095238095238095
36964,Iceland-Albania,Iceland,Albania,2023,0,0E-20,0.12121212121212121212
36965,Iceland-Portugal,Iceland,Portugal,2023,0,0E-20,0.22644927536231884058
36966,Iceland-Serbia,Iceland,Serbia,2023,1,0.04166666666666666667,0.09722222222222222222
36967,Iceland-United Kingdom,Iceland,United Kingdom,2023,0,0E-20,0.11309523809523809524
36968,Iceland-Germany,Iceland,Germany,2023,2,0.08333333333333333333,0.16911764705882352941
36969,Ireland-Sweden,Ireland,Sweden,2023,18,0.75000000000000000000,0.31053459119496855346
36970,Ireland-Finland,Ireland,Finland,2023,20,0.83333333333333333333,0.17162698412698412698
36971,Ireland-Israel,Ireland,Israel,2023,8,0.33333333333333333333,0.23263888888888888889
36972,Ireland-Italy,Ireland,Italy,2023,0,0E-20,0.25000000000000000000
36973,Ireland-Norway,Ireland,Norway,2023,5,0.20833333333333333333,0.25961538461538461538
36974,Ireland-Ukraine,Ireland,Ukraine,2023,7,0.29166666666666666667,0.24537037037037037037
36975,Ireland-Belgium,Ireland,Belgium,2023,13,0.54166666666666666667,0.22771317829457364341
36976,Ireland-Estonia,Ireland,Estonia,2023,0,0E-20,0.33823529411764705882
36977,Ireland-Australia,Ireland,Australia,2023,4,0.16666666666666666667,0.21428571428571428571
36978,Ireland-Czech Republic,Ireland,Czech Republic,2023,3,0.12500000000000000000,0.15833333333333333333
36979,Ireland-Lithuania,Ireland,Lithuania,2023,11,0.45833333333333333333,0.48055555555555555555
36980,Ireland-Cyprus,Ireland,Cyprus,2023,0,0E-20,0.15694444444444444444
36981,Ireland-Croatia,Ireland,Croatia,2023,2,0.08333333333333333333,0.12268518518518518519
36982,Ireland-Armenia,Ireland,Armenia,2023,6,0.25000000000000000000,0.02083333333333333333
36983,Ireland-Austria,Ireland,Austria,2023,0,0E-20,0.21162280701754385965
36984,Ireland-France,Ireland,France,2023,5,0.20833333333333333333,0.25231481481481481481
36985,Ireland-Spain,Ireland,Spain,2023,0,0E-20,0.12202380952380952381
36986,Ireland-Moldova,Ireland,Moldova,2023,4,0.16666666666666666667,0.14743589743589743590
36987,Ireland-Poland,Ireland,Poland,2023,8,0.33333333333333333333,0.19531250000000000000
36988,Ireland-Switzerland,Ireland,Switzerland,2023,0,0E-20,0.24695121951219512195
36989,Ireland-Slovenia,Ireland,Slovenia,2023,0,0E-20,0.13333333333333333333
36990,Ireland-Albania,Ireland,Albania,2023,0,0E-20,0.02272727272727272727
36991,Ireland-Portugal,Ireland,Portugal,2023,0,0E-20,0.09011627906976744186
36992,Ireland-Serbia,Ireland,Serbia,2023,0,0E-20,0.04861111111111111111
36993,Ireland-United Kingdom,Ireland,United Kingdom,2023,2,0.08333333333333333333,0.36681547619047619048
36994,Ireland-Germany,Ireland,Germany,2023,0,0E-20,0.23863636363636363636
36995,Israel-Sweden,Israel,Sweden,2023,16,0.66666666666666666667,0.33527131782945736434
36996,Israel-Finland,Israel,Finland,2023,20,0.83333333333333333333,0.20454545454545454545
36997,Israel-Israel,Israel,Israel,2023,0,0E-20,0E-20
36998,Israel-Italy,Israel,Italy,2023,7,0.29166666666666666667,0.22023809523809523810
36999,Israel-Norway,Israel,Norway,2023,20,0.83333333333333333333,0.21036585365853658537
37000,Israel-Ukraine,Israel,Ukraine,2023,15,0.62500000000000000000,0.50231481481481481482
37001,Israel-Belgium,Israel,Belgium,2023,3,0.12500000000000000000,0.16911764705882352941
37002,Israel-Estonia,Israel,Estonia,2023,5,0.20833333333333333333,0.18611111111111111111
37003,Israel-Australia,Israel,Australia,2023,0,0E-20,0.30952380952380952381
37004,Israel-Czech Republic,Israel,Czech Republic,2023,6,0.25000000000000000000,0.17500000000000000000
37005,Israel-Lithuania,Israel,Lithuania,2023,0,0E-20,0.09444444444444444444
37006,Israel-Cyprus,Israel,Cyprus,2023,1,0.04166666666666666667,0.15178571428571428571
37007,Israel-Croatia,Israel,Croatia,2023,6,0.25000000000000000000,0.16406250000000000000
37008,Israel-Armenia,Israel,Armenia,2023,3,0.12500000000000000000,0.36458333333333333333
37009,Israel-Austria,Israel,Austria,2023,6,0.25000000000000000000,0.16954022988505747126
37010,Israel-France,Israel,France,2023,1,0.04166666666666666667,0.28391472868217054264
37011,Israel-Spain,Israel,Spain,2023,0,0E-20,0.23333333333333333333
37012,Israel-Moldova,Israel,Moldova,2023,5,0.20833333333333333333,0.18910256410256410256
37013,Israel-Poland,Israel,Poland,2023,2,0.08333333333333333333,0.04166666666666666667
37014,Israel-Switzerland,Israel,Switzerland,2023,0,0E-20,0.21944444444444444444
37015,Israel-Slovenia,Israel,Slovenia,2023,0,0E-20,0.08928571428571428571
37016,Israel-Albania,Israel,Albania,2023,0,0E-20,0E-20
37017,Israel-Portugal,Israel,Portugal,2023,0,0E-20,0.09114583333333333333
37018,Israel-Serbia,Israel,Serbia,2023,0,0E-20,0.05902777777777777778
37019,Israel-United Kingdom,Israel,United Kingdom,2023,0,0E-20,0.29814814814814814815
37020,Israel-Germany,Israel,Germany,2023,0,0E-20,0.14629629629629629630
37021,Italy-Sweden,Italy,Sweden,2023,11,0.45833333333333333333,0.15213178294573643411
37022,Italy-Finland,Italy,Finland,2023,6,0.25000000000000000000,0.09837962962962962963
37023,Italy-Israel,Italy,Israel,2023,17,0.70833333333333333333,0.25000000000000000000
37024,Italy-Italy,Italy,Italy,2023,0,0E-20,0E-20
37025,Italy-Norway,Italy,Norway,2023,10,0.41666666666666666667,0.16158536585365853659
37026,Italy-Ukraine,Italy,Ukraine,2023,18,0.75000000000000000000,0.54166666666666666667
37027,Italy-Belgium,Italy,Belgium,2023,2,0.08333333333333333333,0.11890243902439024390
37028,Italy-Estonia,Italy,Estonia,2023,6,0.25000000000000000000,0.22685185185185185185
37029,Italy-Australia,Italy,Australia,2023,0,0E-20,0.19047619047619047619
37030,Italy-Czech Republic,Italy,Czech Republic,2023,9,0.37500000000000000000,0.10833333333333333333
37031,Italy-Lithuania,Italy,Lithuania,2023,3,0.12500000000000000000,0.15740740740740740741
37032,Italy-Cyprus,Italy,Cyprus,2023,0,0E-20,0.13657407407407407407
37033,Italy-Croatia,Italy,Croatia,2023,4,0.16666666666666666667,0.08333333333333333333
37034,Italy-Armenia,Italy,Armenia,2023,5,0.20833333333333333333,0.10714285714285714286
37035,Italy-Austria,Italy,Austria,2023,0,0E-20,0.17567567567567567568
37036,Italy-France,Italy,France,2023,0,0E-20,0.24818840579710144928
37037,Italy-Spain,Italy,Spain,2023,0,0E-20,0.22093023255813953488
37038,Italy-Moldova,Italy,Moldova,2023,12,0.50000000000000000000,0.47395833333333333333
37039,Italy-Poland,Italy,Poland,2023,0,0E-20,0.21428571428571428571
37040,Italy-Switzerland,Italy,Switzerland,2023,5,0.20833333333333333333,0.21239837398373983740
37041,Italy-Slovenia,Italy,Slovenia,2023,0,0E-20,0.04166666666666666667
37042,Italy-Albania,Italy,Albania,2023,7,0.29166666666666666667,0.45833333333333333334
37043,Italy-Portugal,Italy,Portugal,2023,0,0E-20,0.13151041666666666667
37044,Italy-Serbia,Italy,Serbia,2023,1,0.04166666666666666667,0.20833333333333333333
37045,Italy-United Kingdom,Italy,United Kingdom,2023,0,0E-20,0.24094202898550724638
37046,Italy-Germany,Italy,Germany,2023,0,0E-20,0.17819148936170212766
37047,Latvia-Sweden,Latvia,Sweden,2023,18,0.75000000000000000000,0.39772727272727272727
37048,Latvia-Finland,Latvia,Finland,2023,12,0.50000000000000000000,0.15705128205128205128
37049,Latvia-Israel,Latvia,Israel,2023,10,0.41666666666666666667,0.08333333333333333333
37050,Latvia-Italy,Latvia,Italy,2023,3,0.12500000000000000000,0.25000000000000000000
37051,Latvia-Norway,Latvia,Norway,2023,3,0.12500000000000000000,0.32675438596491228070
37052,Latvia-Ukraine,Latvia,Ukraine,2023,11,0.45833333333333333333,0.49768518518518518519
37053,Latvia-Belgium,Latvia,Belgium,2023,2,0.08333333333333333333,0.22222222222222222222
37054,Latvia-Estonia,Latvia,Estonia,2023,18,0.75000000000000000000,0.65064102564102564102
37055,Latvia-Australia,Latvia,Australia,2023,0,0E-20,0.23809523809523809524
37056,Latvia-Czech Republic,Latvia,Czech Republic,2023,1,0.04166666666666666667,0.06666666666666666667
37057,Latvia-Lithuania,Latvia,Lithuania,2023,17,0.70833333333333333333,0.57142857142857142857
37058,Latvia-Cyprus,Latvia,Cyprus,2023,6,0.25000000000000000000,0.09226190476190476191
37059,Latvia-Croatia,Latvia,Croatia,2023,4,0.16666666666666666667,0.09722222222222222222
37060,Latvia-Armenia,Latvia,Armenia,2023,1,0.04166666666666666667,0.10069444444444444444
37061,Latvia-Austria,Latvia,Austria,2023,0,0E-20,0.17803030303030303030
37062,Latvia-France,Latvia,France,2023,0,0E-20,0.10507246376811594203
37063,Latvia-Spain,Latvia,Spain,2023,8,0.33333333333333333333,0.06884057971014492754
37064,Latvia-Moldova,Latvia,Moldova,2023,0,0E-20,0.12500000000000000000
37065,Latvia-Poland,Latvia,Poland,2023,0,0E-20,0.08750000000000000000
37066,Latvia-Switzerland,Latvia,Switzerland,2023,0,0E-20,0.20833333333333333333
37067,Latvia-Slovenia,Latvia,Slovenia,2023,2,0.08333333333333333333,0.10416666666666666667
37068,Latvia-Albania,Latvia,Albania,2023,0,0E-20,0.01515151515151515151
37069,Latvia-Portugal,Latvia,Portugal,2023,0,0E-20,0.16666666666666666667
37070,Latvia-Serbia,Latvia,Serbia,2023,0,0E-20,0.02777777777777777778
37071,Latvia-United Kingdom,Latvia,United Kingdom,2023,0,0E-20,0.11775362318840579710
37072,Latvia-Germany,Latvia,Germany,2023,0,0E-20,0.15398550724637681159
37073,Lithuania-Sweden,Lithuania,Sweden,2023,19,0.79166666666666666667,0.35984848484848484849
37074,Lithuania-Finland,Lithuania,Finland,2023,15,0.62500000000000000000,0.17307692307692307692
37075,Lithuania-Israel,Lithuania,Israel,2023,13,0.54166666666666666667,0.10833333333333333333
37076,Lithuania-Italy,Lithuania,Italy,2023,6,0.25000000000000000000,0.33333333333333333333
37077,Lithuania-Norway,Lithuania,Norway,2023,0,0E-20,0.24780701754385964912
37078,Lithuania-Ukraine,Lithuania,Ukraine,2023,12,0.50000000000000000000,0.48529411764705882353
37079,Lithuania-Belgium,Lithuania,Belgium,2023,7,0.29166666666666666667,0.25378787878787878788
37080,Lithuania-Estonia,Lithuania,Estonia,2023,10,0.41666666666666666667,0.46794871794871794872
37081,Lithuania-Australia,Lithuania,Australia,2023,4,0.16666666666666666667,0.18452380952380952381
37082,Lithuania-Czech Republic,Lithuania,Czech Republic,2023,0,0E-20,0.12500000000000000000
37083,Lithuania-Lithuania,Lithuania,Lithuania,2023,0,0E-20,0E-20
37084,Lithuania-Cyprus,Lithuania,Cyprus,2023,1,0.04166666666666666667,0.08333333333333333333
37085,Lithuania-Croatia,Lithuania,Croatia,2023,4,0.16666666666666666667,0.09722222222222222222
37086,Lithuania-Armenia,Lithuania,Armenia,2023,0,0E-20,0.03819444444444444445
37087,Lithuania-Austria,Lithuania,Austria,2023,8,0.33333333333333333333,0.18560606060606060606
37088,Lithuania-France,Lithuania,France,2023,7,0.29166666666666666667,0.21195652173913043478
37089,Lithuania-Spain,Lithuania,Spain,2023,0,0E-20,0.06340579710144927536
37090,Lithuania-Moldova,Lithuania,Moldova,2023,2,0.08333333333333333333,0.15064102564102564102
37091,Lithuania-Poland,Lithuania,Poland,2023,8,0.33333333333333333333,0.26136363636363636364
37092,Lithuania-Switzerland,Lithuania,Switzerland,2023,0,0E-20,0.17916666666666666667
37093,Lithuania-Slovenia,Lithuania,Slovenia,2023,0,0E-20,0.17500000000000000000
37094,Lithuania-Albania,Lithuania,Albania,2023,0,0E-20,0E-20
37095,Lithuania-Portugal,Lithuania,Portugal,2023,0,0E-20,0.19696969696969696970
37096,Lithuania-Serbia,Lithuania,Serbia,2023,0,0E-20,0.07291666666666666667
37097,Lithuania-United Kingdom,Lithuania,United Kingdom,2023,0,0E-20,0.10507246376811594203
37098,Lithuania-Germany,Lithuania,Germany,2023,0,0E-20,0.09420289855072463768
37099,Malta-Sweden,Malta,Sweden,2023,22,0.91666666666666666667,0.36029411764705882353
37100,Malta-Finland,Malta,Finland,2023,16,0.66666666666666666667,0.12121212121212121212
37101,Malta-Israel,Malta,Israel,2023,13,0.54166666666666666667,0.24818840579710144928
37102,Malta-Italy,Malta,Italy,2023,22,0.91666666666666666667,0.68421052631578947368
37103,Malta-Norway,Malta,Norway,2023,9,0.37500000000000000000,0.19086021505376344086
37104,Malta-Ukraine,Malta,Ukraine,2023,5,0.20833333333333333333,0.26620370370370370370
37105,Malta-Belgium,Malta,Belgium,2023,0,0E-20,0.08522727272727272727
37106,Malta-Estonia,Malta,Estonia,2023,0,0E-20,0.15509259259259259259
37107,Malta-Australia,Malta,Australia,2023,0,0E-20,0.26785714285714285714
37108,Malta-Czech Republic,Malta,Czech Republic,2023,0,0E-20,0.09166666666666666667
37109,Malta-Lithuania,Malta,Lithuania,2023,4,0.16666666666666666667,0.07031250000000000000
37110,Malta-Cyprus,Malta,Cyprus,2023,5,0.20833333333333333333,0.30072463768115942029
37111,Malta-Croatia,Malta,Croatia,2023,0,0E-20,0.29166666666666666667
37112,Malta-Armenia,Malta,Armenia,2023,0,0E-20,0.07638888888888888889
37113,Malta-Austria,Malta,Austria,2023,1,0.04166666666666666667,0.15476190476190476191
37114,Malta-France,Malta,France,2023,1,0.04166666666666666667,0.07976190476190476190
37115,Malta-Spain,Malta,Spain,2023,0,0E-20,0.16309523809523809524
37116,Malta-Moldova,Malta,Moldova,2023,0,0E-20,0.01602564102564102564
37117,Malta-Poland,Malta,Poland,2023,0,0E-20,0.07812500000000000000
37118,Malta-Switzerland,Malta,Switzerland,2023,6,0.25000000000000000000,0.23333333333333333333
37119,Malta-Slovenia,Malta,Slovenia,2023,0,0E-20,0.08333333333333333333
37120,Malta-Albania,Malta,Albania,2023,3,0.12500000000000000000,0.14772727272727272727
37121,Malta-Portugal,Malta,Portugal,2023,3,0.12500000000000000000,0.09848484848484848485
37122,Malta-Serbia,Malta,Serbia,2023,2,0.08333333333333333333,0.13888888888888888889
37123,Malta-United Kingdom,Malta,United Kingdom,2023,4,0.16666666666666666667,0.35000000000000000000
37124,Malta-Germany,Malta,Germany,2023,0,0E-20,0.09558823529411764706
37125,Moldova-Sweden,Moldova,Sweden,2023,20,0.83333333333333333333,0.31127450980392156863
37126,Moldova-Finland,Moldova,Finland,2023,7,0.29166666666666666667,0.09090909090909090909
37127,Moldova-Israel,Moldova,Israel,2023,10,0.41666666666666666667,0.22569444444444444445
37128,Moldova-Italy,Moldova,Italy,2023,15,0.62500000000000000000,0.22222222222222222222
37129,Moldova-Norway,Moldova,Norway,2023,6,0.25000000000000000000,0.19722222222222222222
37130,Moldova-Ukraine,Moldova,Ukraine,2023,18,0.75000000000000000000,0.64843750000000000000
